yahooTicker,symbol,companyName,tf,entry_date,exit_date,entry_price,exit_price,entry_rr,pnl_usd,pnl_r,pnl_pct,hold_periods,win,trailingPE,forwardPE,trailingEps,forwardEps,marketCap,pe_bucket,trailing_eps_bucket,forward_eps_bucket,fund_reason,pass_F1,pass_F2,pass_F3,pass_F4,pass_F5,source
VKI,AMEX:VKI,Invesco Advantage Municipal Income Trust II Common Shares of Beneficial Interest (DE),Daily,2026-01-30,2026-03-06,8.930000305175781,9.25,3.199984741269145,319.9984741269145,3.199984741269145,3.5834231118530715,24.0,1,35.8,,0.25,,397597216.0,"(25,40]",>0,missing,OK,1,1,0,0,1,ledger
VKI,AMEX:VKI,Invesco Advantage Municipal Income Trust II Common Shares of Beneficial Interest (DE),Monthly,2022-11-30,2023-02-28,8.930000305175781,8.539999961853027,3.526784402831901,-34.821447958137114,-0.3482144795813712,-4.3673049271533815,3.0,0,35.8,,0.25,,397597216.0,"(25,40]",>0,missing,OK,1,1,0,0,1,ledger
WRN,AMEX:WRN,Western Copper and Gold Corporation Common Stock,Daily,2024-10-21,2024-10-25,1.2200000286102295,1.1399999856948853,1.7999957084717153,-159.99985694905718,-1.5999985694905718,-6.557380413054316,4.0,0,221.00002,-114.330055,0.01,-0.01933,498649952.0,>40,>0,<=0,OK,1,1,0,0,1,ledger
WRN,AMEX:WRN,Western Copper and Gold Corporation Common Stock,Daily,2024-12-10,2024-12-13,1.1299999952316284,1.0499999523162842,3.000001986823387,-133.33353201567206,-1.3333353201567206,-7.079649845391881,3.0,0,221.00002,-114.330055,0.01,-0.01933,498649952.0,>40,>0,<=0,OK,1,1,0,0,1,ledger
WRN,AMEX:WRN,Western Copper and Gold Corporation Common Stock,Daily,2025-06-30,2025-07-07,1.25,1.2300000190734863,2.4285689957306076,-28.57137991461215,-0.28571379914612155,-1.5999984741210938,4.0,0,221.00002,-114.330055,0.01,-0.01933,498649952.0,>40,>0,<=0,OK,1,1,0,0,1,ledger
WRN,AMEX:WRN,Western Copper and Gold Corporation Common Stock,Daily,2026-07-30,2026-07-31,2.109999895095825,2.0399999618530273,1.7411533670740964,-60.940295201031134,-0.6094029520103114,-3.3175325461150704,1.0,0,221.00002,-114.330055,0.01,-0.01933,498649952.0,>40,>0,<=0,OK,1,1,0,0,1,ledger
WRN,AMEX:WRN,Western Copper and Gold Corporation Common Stock,Weekly,2017-06-16,2017-08-18,1.0499999523162842,1.1200000047683716,5.43188086919029,50.697592767574726,0.5069759276757473,6.666671964857554,9.0,1,221.00002,-114.330055,0.01,-0.01933,498649952.0,>40,>0,<=0,OK,1,1,0,0,1,ledger
WRN,AMEX:WRN,Western Copper and Gold Corporation Common Stock,Weekly,2019-06-07,2019-09-13,0.5600000023841858,0.6399999856948853,2.4545449619451487,72.72724809725743,0.7272724809725742,14.285711244660995,14.0,1,221.00002,-114.330055,0.01,-0.01933,498649952.0,>40,>0,<=0,OK,1,1,0,0,1,ledger
WRN,AMEX:WRN,Western Copper and Gold Corporation Common Stock,Weekly,2021-04-23,2021-07-16,1.340000033378601,1.7300000190734863,3.2206684468374074,216.56220921007082,2.165622092100708,29.104475819419285,12.0,1,221.00002,-114.330055,0.01,-0.01933,498649952.0,>40,>0,<=0,OK,1,1,0,0,1,ledger
WRN,AMEX:WRN,Western Copper and Gold Corporation Common Stock,Weekly,2021-07-30,2021-08-20,1.940000057220459,1.5800000429153442,2.405405013556029,-97.29729990962647,-0.9729729990962647,-18.55670122097346,3.0,0,221.00002,-114.330055,0.01,-0.01933,498649952.0,>40,>0,<=0,OK,1,1,0,0,1,ledger
WRN,AMEX:WRN,Western Copper and Gold Corporation Common Stock,Weekly,2022-06-10,2022-06-17,1.75,1.5199999809265137,2.0967748882124293,-74.19356823464085,-0.7419356823464084,-13.142858232770646,1.0,0,221.00002,-114.330055,0.01,-0.01933,498649952.0,>40,>0,<=0,OK,1,1,0,0,1,ledger
WRN,AMEX:WRN,Western Copper and Gold Corporation Common Stock,Weekly,2023-06-16,2023-06-23,1.6399999856948853,1.5499999523162842,2.3077408165024718,-61.08727356597211,-0.6108727356597212,-5.487806961197449,1.0,0,221.00002,-114.330055,0.01,-0.01933,498649952.0,>40,>0,<=0,OK,1,1,0,0,1,ledger
WRN,AMEX:WRN,Western Copper and Gold Corporation Common Stock,Weekly,2024-08-16,2024-10-11,1.190000057220459,1.2100000381469727,2.4736829887140206,10.526302580692116,0.10526302580692116,1.6806705852795165,8.0,1,221.00002,-114.330055,0.01,-0.01933,498649952.0,>40,>0,<=0,OK,1,1,0,0,1,ledger
WRN,AMEX:WRN,Western Copper and Gold Corporation Common Stock,Weekly,2025-05-09,2025-05-16,1.159999966621399,1.0299999713897705,1.5370291008759116,-105.16511347830632,-1.051651134783063,-11.206896463132214,1.0,0,221.00002,-114.330055,0.01,-0.01933,498649952.0,>40,>0,<=0,OK,1,1,0,0,1,ledger
WRN,AMEX:WRN,Western Copper and Gold Corporation Common Stock,Monthly,2017-07-31,2017-10-31,1.2300000190734863,1.0199999809265137,1.5312500640284283,-65.62501338776231,-0.6562501338776231,-17.073173568335225,3.0,0,221.00002,-114.330055,0.01,-0.01933,498649952.0,>40,>0,<=0,OK,1,1,0,0,1,ledger
WRN,AMEX:WRN,Western Copper and Gold Corporation Common Stock,Monthly,2022-02-28,2022-05-31,1.7799999713897705,1.690000057220459,2.0192307515962584,-17.307676436632466,-0.17307676436632466,-5.056175034600831,3.0,0,221.00002,-114.330055,0.01,-0.01933,498649952.0,>40,>0,<=0,OK,1,1,0,0,1,ledger
XTNT,AMEX:XTNT,"Xtant Medical Holdings, Inc. Common Stock",Daily,2024-08-06,2024-08-09,0.6899999976158142,0.6200000047683716,2.333333002196431,-116.66665010982155,-1.1666665010982156,-10.144926534683554,3.0,0,43.579998,-87.159996,0.01,-0.005,61126596.0,>40,>0,<=0,OK,1,1,0,0,1,ledger
XTNT,AMEX:XTNT,"Xtant Medical Holdings, Inc. Common Stock",Weekly,2017-06-02,2017-08-18,7.199999809265137,7.800000190734863,2.4166669840062505,20.833349200312526,0.20833349200312526,8.33333885228207,11.0,1,43.579998,-87.159996,0.01,-0.005,61126596.0,>40,>0,<=0,OK,1,1,0,0,1,ledger
XTNT,AMEX:XTNT,"Xtant Medical Holdings, Inc. Common Stock",Weekly,2017-09-01,2017-10-13,9.119999885559082,8.039999961853027,2.525657024912103,-50.51313157730138,-0.5051313157730138,-11.842104575200306,6.0,0,43.579998,-87.159996,0.01,-0.005,61126596.0,>40,>0,<=0,OK,1,1,0,0,1,ledger
XTNT,AMEX:XTNT,"Xtant Medical Holdings, Inc. Common Stock",Weekly,2018-06-15,2018-06-29,6.579999923706055,5.550000190734863,3.7272736467936305,-78.03030084096754,-0.7803030084096755,-15.65349156404039,2.0,0,43.579998,-87.159996,0.01,-0.005,61126596.0,>40,>0,<=0,OK,1,1,0,0,1,ledger
XTNT,AMEX:XTNT,"Xtant Medical Holdings, Inc. Common Stock",Weekly,2019-04-05,2019-06-07,3.4000000953674316,2.9100000858306885,1.9852937824998675,-72.05881785769007,-0.7205881785769007,-14.411764582135689,9.0,0,43.579998,-87.159996,0.01,-0.005,61126596.0,>40,>0,<=0,OK,1,1,0,0,1,ledger
XTNT,AMEX:XTNT,"Xtant Medical Holdings, Inc. Common Stock",Weekly,2021-06-04,2021-07-16,1.6799999475479126,1.2899999618530273,8.570123658379767,-68.21118613131267,-0.6821118613131267,-23.214285587575155,6.0,0,43.579998,-87.159996,0.01,-0.005,61126596.0,>40,>0,<=0,OK,1,1,0,0,1,ledger
YCBD,AMEX:YCBD,"cbdMD, Inc. Common Stock",Daily,2024-07-31,2024-08-06,4.639999866485596,4.263999938964844,1.7099717069490055,-116.47630155013461,-1.164763015501346,-8.103446946983208,4.0,0,0.23153527,-0.62696636,2.41,-0.89,5857839.0,"(0,15]",>0,<=0,OK,1,1,0,0,1,ledger
YCBD,AMEX:YCBD,"cbdMD, Inc. Common Stock",Daily,2025-12-23,2025-12-29,1.659999966621399,1.3600000143051147,2.5714283281443238,-85.7142662515459,-0.8571426625154589,-18.072286647503653,3.0,0,0.23153527,-0.62696636,2.41,-0.89,5857839.0,"(0,15]",>0,<=0,OK,1,1,0,0,1,ledger
YCBD,AMEX:YCBD,"cbdMD, Inc. Common Stock",Daily,2026-05-06,2026-05-11,0.9129999876022339,0.8080000281333923,2.2037036560090866,-64.81478960480281,-0.6481478960480281,-11.500543361955314,3.0,0,0.23153527,-0.62696636,2.41,-0.89,5857839.0,"(0,15]",>0,<=0,OK,1,1,0,0,1,ledger
YCBD,AMEX:YCBD,"cbdMD, Inc. Common Stock",Weekly,2018-11-09,2018-11-16,1486.800048828125,1339.199951171875,3.738392987909101,-35.235451474637514,-0.3523545147463752,-9.927367017009875,1.0,0,0.23153527,-0.62696636,2.41,-0.89,5857839.0,"(0,15]",>0,<=0,OK,1,1,0,0,1,ledger
YCBD,AMEX:YCBD,"cbdMD, Inc. Common Stock",Weekly,2020-10-09,2021-02-19,896.4000244140625,1602.0,2.20547894937799,268.49309150905447,2.6849309150905447,78.71485457033063,19.0,1,0.23153527,-0.62696636,2.41,-0.89,5857839.0,"(0,15]",>0,<=0,OK,1,1,0,0,1,ledger
YCBD,AMEX:YCBD,"cbdMD, Inc. Common Stock",Weekly,2021-03-12,2021-03-26,1616.4000244140625,1389.5999755859375,1.9663864995485052,-52.94118485131444,-0.5294118485131444,-14.031183209758918,2.0,0,0.23153527,-0.62696636,2.41,-0.89,5857839.0,"(0,15]",>0,<=0,OK,1,1,0,0,1,ledger
YCBD,AMEX:YCBD,"cbdMD, Inc. Common Stock",Weekly,2026-01-30,2026-02-13,1.0399999618530273,0.7009999752044678,3.534278885266615,-78.82371776000656,-0.7882371776000655,-32.59615375798129,2.0,0,0.23153527,-0.62696636,2.41,-0.89,5857839.0,"(0,15]",>0,<=0,OK,1,1,0,0,1,ledger
YCBD,AMEX:YCBD,"cbdMD, Inc. Common Stock",Weekly,2026-07-10,2026-07-17,0.7870000004768372,0.5699999928474426,2.4923046408217924,-111.9731155205405,-1.1197311552054052,-27.5730632144747,1.0,0,0.23153527,-0.62696636,2.41,-0.89,5857839.0,"(0,15]",>0,<=0,OK,1,1,0,0,1,ledger
CBOE,CBOE:CBOE,"Cboe Global Markets, Inc.",Daily,2025-05-15,2025-05-28,219.13999938964844,225.99000549316406,2.5950729936348336,105.30960132344076,1.0530960132344076,3.1258584113326418,8.0,1,22.462618,18.934155,12.84,15.23279,30119995392.0,"(15,25]",>0,>0,OK,1,1,1,1,1,ledger
CBOE,CBOE:CBOE,"Cboe Global Markets, Inc.",Daily,2025-08-15,2025-08-22,247.6300048828125,246.42999267578125,1.5632124964090073,-24.553327588170436,-0.24553327588170437,-0.48459887064135837,5.0,0,22.462618,18.934155,12.84,15.23279,30119995392.0,"(15,25]",>0,>0,OK,1,1,1,1,1,ledger
AACB,NASDAQ:AACB,Artius II Acquisition Inc.,Daily,2025-06-27,2025-07-02,10.100000381469727,10.100000381469727,3.498118079722342,0.0,0.0,0.0,3.0,0,31.939392,,0.33,,291694496.0,"(25,40]",>0,missing,OK,1,1,0,0,1,ledger
AACB,NASDAQ:AACB,Artius II Acquisition Inc.,Daily,2025-12-30,2026-01-02,10.300000190734863,10.289999961853027,3.415390037124796,-85.38678666116066,-0.8538678666116065,-0.09708959899662353,2.0,0,31.939392,,0.33,,291694496.0,"(25,40]",>0,missing,OK,1,1,0,0,1,ledger
AAL,NASDAQ:AAL,American Airlines Group Inc.,Daily,2024-07-22,2024-07-24,10.6899995803833,10.170000076293945,1.617651431216078,-152.94139096531703,-1.5294139096531703,-4.864354766145934,2.0,0,,6.6765575,-0.49,2.48032,10962221056.0,missing,<=0,>0,OK,0,0,0,0,0,ledger
AAL,NASDAQ:AAL,American Airlines Group Inc.,Daily,2025-04-24,2025-05-15,9.609999656677246,11.760000228881836,2.3769815770366045,315.4637106029651,3.154637106029651,22.372535369558737,15.0,1,,6.6765575,-0.49,2.48032,10962221056.0,missing,<=0,>0,OK,0,0,0,0,0,ledger
AAL,NASDAQ:AAL,American Airlines Group Inc.,Daily,2026-01-02,2026-01-13,15.479999542236328,15.350000381469727,1.8262337742035093,-27.288348160591713,-0.27288348160591713,-0.8397878850829807,7.0,0,,6.6765575,-0.49,2.48032,10962221056.0,missing,<=0,>0,OK,0,0,0,0,0,ledger
AAL,NASDAQ:AAL,American Airlines Group Inc.,Daily,2026-04-30,2026-05-11,11.710000038146973,12.789999961853027,3.0741817468160124,195.30096614863942,1.9530096614863943,9.222885740288667,7.0,1,,6.6765575,-0.49,2.48032,10962221056.0,missing,<=0,>0,OK,0,0,0,0,0,ledger
AAL,NASDAQ:AAL,American Airlines Group Inc.,Daily,2026-06-08,2026-06-10,13.600000381469727,13.420000076293945,3.2054896996003373,-32.05496492921435,-0.32054964929214347,-1.3235316185802117,2.0,0,,6.6765575,-0.49,2.48032,10962221056.0,missing,<=0,>0,OK,0,0,0,0,0,ledger
AAL,NASDAQ:AAL,American Airlines Group Inc.,Daily,2026-07-09,2026-07-13,17.059999465942383,16.309999465942383,1.8210563511774378,-78.94746352442313,-0.7894746352442312,-4.396248672206922,2.0,0,,6.6765575,-0.49,2.48032,10962221056.0,missing,<=0,>0,OK,0,0,0,0,0,ledger
AAL,NASDAQ:AAL,American Airlines Group Inc.,Weekly,2025-10-17,2026-01-16,11.859999656677246,15.369999885559082,2.0087001080100704,327.9319052292513,3.279319052292513,29.595281032792325,13.0,1,,6.6765575,-0.49,2.48032,10962221056.0,missing,<=0,>0,OK,0,0,0,0,0,ledger
AAME,NASDAQ:AAME,Atlantic American Corporation,Daily,2025-04-14,2025-04-21,1.3799999952316284,1.3300000429153442,3.347939274536167,-35.61633912653341,-0.35616339126533414,-3.6231849629747175,4.0,0,6.695652,,0.23,,31411730.0,"(0,15]",>0,missing,OK,1,1,1,0,1,ledger
AAME,NASDAQ:AAME,Atlantic American Corporation,Weekly,2017-05-26,2017-08-11,3.799999952316284,3.200000047683716,2.7361976295645354,-193.14329888245595,-1.9314329888245596,-15.789471372673027,11.0,0,6.695652,,0.23,,31411730.0,"(0,15]",>0,missing,OK,1,1,1,0,1,ledger
AAME,NASDAQ:AAME,Atlantic American Corporation,Weekly,2020-07-24,2020-09-11,1.809999942779541,1.940000057220459,5.234623428508712,40.7485996211095,0.407485996211095,7.18232699175019,7.0,1,6.695652,,0.23,,31411730.0,"(0,15]",>0,missing,OK,1,1,1,0,1,ledger
AAME,NASDAQ:AAME,Atlantic American Corporation,Weekly,2023-06-16,2023-06-23,2.240000009536743,2.109999895095825,78.80697555410603,-74.61701127926821,-0.7461701127926821,-5.803576512832401,1.0,0,6.695652,,0.23,,31411730.0,"(0,15]",>0,missing,OK,1,1,1,0,1,ledger
AAME,NASDAQ:AAME,Atlantic American Corporation,Weekly,2024-09-06,2024-09-20,1.6699999570846558,1.4299999475479126,7.249016120049765,-130.80931442155494,-1.3080931442155497,-14.371258425402287,2.0,0,6.695652,,0.23,,31411730.0,"(0,15]",>0,missing,OK,1,1,1,0,1,ledger
AAMI,NASDAQ:AAMI,Acadian Asset Management Inc.,Daily,2024-10-08,2024-10-21,23.709999084472656,26.18000030517578,2.752811733845389,277.52841737102887,2.7752841737102885,10.41755089025159,9.0,1,38.141075,14.229102,2.41,6.46,3275016448.0,"(25,40]",>0,>0,OK,1,1,0,1,1,ledger
AAMI,NASDAQ:AAMI,Acadian Asset Management Inc.,Daily,2026-07-02,2026-07-13,73.08999633789062,78.80999755859375,3.3263216436144902,150.52652924370526,1.5052652924370524,7.825970046926677,6.0,1,38.141075,14.229102,2.41,6.46,3275016448.0,"(25,40]",>0,>0,OK,1,1,0,1,1,ledger
AAMI,NASDAQ:AAMI,Acadian Asset Management Inc.,Weekly,2023-03-31,2023-04-07,23.579999923706055,22.360000610351562,1.736842052428005,-64.21050306832225,-0.6421050306832224,-5.173873271000187,1.0,0,38.141075,14.229102,2.41,6.46,3275016448.0,"(25,40]",>0,>0,OK,1,1,0,1,1,ledger
AAMI,NASDAQ:AAMI,Acadian Asset Management Inc.,Weekly,2025-11-28,2026-02-06,44.84000015258789,50.97999954223633,1.882415360155375,169.84612261704063,1.6984612261704064,13.693129725143576,10.0,1,38.141075,14.229102,2.41,6.46,3275016448.0,"(25,40]",>0,>0,OK,1,1,0,1,1,ledger
AAOI,NASDAQ:AAOI,"Applied Optoelectronics, Inc.",Daily,2024-07-31,2024-08-02,9.550000190734863,7.650000095367432,1.6357823465445152,-121.40575245357846,-1.2140575245357845,-19.895288559373615,2.0,0,,27.583824,-0.65,4.772,10562356224.0,missing,<=0,>0,OK,0,0,0,0,0,ledger
AAOI,NASDAQ:AAOI,"Applied Optoelectronics, Inc.",Daily,2024-12-13,2024-12-17,36.43000030517578,32.11000061035156,1.617234481959883,-86.57314414778398,-0.8657314414778398,-11.858357558702671,2.0,0,,27.583824,-0.65,4.772,10562356224.0,missing,<=0,>0,OK,0,0,0,0,0,ledger
AAOI,NASDAQ:AAOI,"Applied Optoelectronics, Inc.",Daily,2025-08-06,2025-08-08,23.229999542236328,21.59000015258789,3.0363637750799004,-59.63634144176137,-0.5963634144176136,-7.059833930115336,2.0,0,,27.583824,-0.65,4.772,10562356224.0,missing,<=0,>0,OK,0,0,0,0,0,ledger
AAOI,NASDAQ:AAOI,"Applied Optoelectronics, Inc.",Daily,2026-03-18,2026-03-20,92.62999725341797,87.54000091552734,3.143811971035082,-44.04620768680475,-0.44046207686804745,-5.494976237519869,2.0,0,,27.583824,-0.65,4.772,10562356224.0,missing,<=0,>0,OK,0,0,0,0,0,ledger
AAOI,NASDAQ:AAOI,"Applied Optoelectronics, Inc.",Daily,2026-05-21,2026-05-28,176.80999755859375,169.02000427246094,2.549265000404053,-34.92570704282683,-0.3492570704282683,-4.405855660707906,4.0,0,,27.583824,-0.65,4.772,10562356224.0,missing,<=0,>0,OK,0,0,0,0,0,ledger
AAOI,NASDAQ:AAOI,"Applied Optoelectronics, Inc.",Weekly,2020-09-25,2020-10-16,10.729999542236328,10.979999542236328,3.7732962751547032,13.791287247731601,0.137912872477316,2.3299162224185466,3.0,1,,27.583824,-0.65,4.772,10562356224.0,missing,<=0,>0,OK,0,0,0,0,0,ledger
AAOI,NASDAQ:AAOI,"Applied Optoelectronics, Inc.",Weekly,2023-11-03,2023-12-29,9.470000267028809,19.31999969482422,2.416369732350155,350.5337351209011,3.505337351209011,104.01266261934146,8.0,1,,27.583824,-0.65,4.772,10562356224.0,missing,<=0,>0,OK,0,0,0,0,0,ledger
AAOI,NASDAQ:AAOI,"Applied Optoelectronics, Inc.",Monthly,2018-05-31,2018-07-31,46.77000045776367,38.43000030517578,2.3375981953946856,-34.42014160194303,-0.3442014160194302,-17.831943705280587,2.0,0,,27.583824,-0.65,4.772,10562356224.0,missing,<=0,>0,OK,0,0,0,0,0,ledger
AAON,NASDAQ:AAON,"AAON, Inc.",Daily,2024-11-20,2024-11-27,132.0500030517578,136.02999877929688,2.652843620267094,87.83945525445823,0.8783945525445823,3.0140065396129363,5.0,1,65.445206,28.086422,1.46,3.402,7826664448.0,>40,>0,>0,OK,1,1,0,1,1,ledger
AAON,NASDAQ:AAON,"AAON, Inc.",Daily,2025-05-27,2025-05-28,100.19000244140625,97.12999725341797,1.886502815508161,-84.51996051777479,-0.845199605177748,-3.0542021293769834,1.0,0,65.445206,28.086422,1.46,3.402,7826664448.0,>40,>0,>0,OK,1,1,0,1,1,ledger
AAON,NASDAQ:AAON,"AAON, Inc.",Daily,2026-06-15,2026-06-16,131.25999450683594,130.66000366210938,1.5177882585672413,-4.74301291871223,-0.0474301291871223,-0.45710107407883166,1.0,0,65.445206,28.086422,1.46,3.402,7826664448.0,>40,>0,>0,OK,1,1,0,1,1,ledger
AAON,NASDAQ:AAON,"AAON, Inc.",Weekly,2018-04-20,2018-05-04,24.03333282470703,19.766666412353516,1.8143265142694533,-276.4688610273545,-2.7646886102735446,-17.7531199832894,2.0,0,65.445206,28.086422,1.46,3.402,7826664448.0,>40,>0,>0,OK,1,1,0,1,1,ledger
AAON,NASDAQ:AAON,"AAON, Inc.",Weekly,2018-10-26,2018-11-23,22.066667556762695,24.98666763305664,4.494954998560765,193.01868251986713,1.9301868251986711,13.23262821077423,4.0,1,65.445206,28.086422,1.46,3.402,7826664448.0,>40,>0,>0,OK,1,1,0,1,1,ledger
AAON,NASDAQ:AAON,"AAON, Inc.",Weekly,2019-01-04,2019-05-10,23.739999771118164,32.266666412353516,2.832317001368581,389.9390549726415,3.8993905497264145,35.91687752081955,18.0,1,65.445206,28.086422,1.46,3.402,7826664448.0,>40,>0,>0,OK,1,1,0,1,1,ledger
AAON,NASDAQ:AAON,"AAON, Inc.",Weekly,2021-05-14,2021-06-04,45.7599983215332,42.880001068115234,2.15555757702025,-73.84612675953015,-0.7384612675953015,-6.2937005224118066,3.0,0,65.445206,28.086422,1.46,3.402,7826664448.0,>40,>0,>0,OK,1,1,0,1,1,ledger
AAON,NASDAQ:AAON,"AAON, Inc.",Weekly,2022-10-21,2022-12-16,37.5,50.893333435058594,1.935570651338222,471.3407840088427,4.713407840088427,35.715555826822914,8.0,1,65.445206,28.086422,1.46,3.402,7826664448.0,>40,>0,>0,OK,1,1,0,1,1,ledger
AAON,NASDAQ:AAON,"AAON, Inc.",Weekly,2025-01-10,2025-01-31,122.06999969482422,116.37999725341797,2.647678122431315,-68.47858980086505,-0.6847858980086505,-4.661261944483733,3.0,0,65.445206,28.086422,1.46,3.402,7826664448.0,>40,>0,>0,OK,1,1,0,1,1,ledger
AAPL,NASDAQ:AAPL,Apple Inc.,Daily,2025-02-04,2025-02-07,232.8000030517578,227.6300048828125,2.026758735111948,-72.81681302196834,-0.7281681302196834,-2.2207895623591893,3.0,0,34.84009,32.521572,8.88,9.51307,4515147284480.0,"(25,40]",>0,>0,OK,1,1,0,1,1,ledger
AAPL,NASDAQ:AAPL,Apple Inc.,Daily,2025-08-22,2025-09-08,227.75999450683594,237.8800048828125,1.5593740847569062,214.41413871044566,2.1441413871044563,4.443278284182091,10.0,1,34.84009,32.521572,8.88,9.51307,4515147284480.0,"(25,40]",>0,>0,OK,1,1,0,1,1,ledger
AAPL,NASDAQ:AAPL,Apple Inc.,Daily,2025-12-19,2025-12-31,273.6700134277344,271.8599853515625,2.2246992520469933,-26.93493671690864,-0.2693493671690864,-0.6613907214389907,7.0,0,34.84009,32.521572,8.88,9.51307,4515147284480.0,"(25,40]",>0,>0,OK,1,1,0,1,1,ledger
AAPL,NASDAQ:AAPL,Apple Inc.,Daily,2026-02-17,2026-02-19,263.8800048828125,260.5799865722656,2.0201640273028896,-39.14608783479254,-0.3914608783479254,-1.25057535602684,2.0,0,34.84009,32.521572,8.88,9.51307,4515147284480.0,"(25,40]",>0,>0,OK,1,1,0,1,1,ledger
AAPL,NASDAQ:AAPL,Apple Inc.,Weekly,2017-10-06,2017-11-17,38.82500076293945,42.537498474121094,1.5700326299544474,241.8565524576842,2.418565524576842,9.56213171468993,6.0,1,34.84009,32.521572,8.88,9.51307,4515147284480.0,"(25,40]",>0,>0,OK,1,1,0,1,1,ledger
AAPL,NASDAQ:AAPL,Apple Inc.,Weekly,2020-10-02,2020-10-23,113.0199966430664,115.04000091552734,2.516129404399516,20.362950053605736,0.20362950053605736,1.7872981175538385,3.0,1,34.84009,32.521572,8.88,9.51307,4515147284480.0,"(25,40]",>0,>0,OK,1,1,0,1,1,ledger
AAPL,NASDAQ:AAPL,Apple Inc.,Weekly,2021-10-15,2022-01-21,144.83999633789062,162.41000366210938,1.8904129632511246,267.42813612621376,2.674281361262138,12.130632262120804,14.0,1,34.84009,32.521572,8.88,9.51307,4515147284480.0,"(25,40]",>0,>0,OK,1,1,0,1,1,ledger
AAT,NASDAQ:AAT,"American Assets Trust, Inc.",Daily,2024-08-06,2024-08-12,25.510000228881836,24.450000762939453,1.69999809265258,-88.33323266777504,-0.8833323266777505,-4.155231111061598,4.0,0,79.89655,32.180553,0.29,0.72,1797354240.0,>40,>0,>0,OK,1,1,0,1,1,ledger
AAT,NASDAQ:AAT,"American Assets Trust, Inc.",Daily,2024-10-04,2024-10-21,26.469999313354492,27.520000457763672,2.2000082651984285,175.00063578449448,1.750006357844945,3.966759243093139,11.0,1,79.89655,32.180553,0.29,0.72,1797354240.0,>40,>0,>0,OK,1,1,0,1,1,ledger
AAT,NASDAQ:AAT,"American Assets Trust, Inc.",Daily,2025-10-03,2025-10-06,20.399999618530273,20.170000076293945,1.876390762441729,-59.119080416951476,-0.5911908041695146,-1.1274487575353127,1.0,0,79.89655,32.180553,0.29,0.72,1797354240.0,>40,>0,>0,OK,1,1,0,1,1,ledger
AAT,NASDAQ:AAT,"American Assets Trust, Inc.",Weekly,2024-03-29,2024-04-05,21.90999984741211,20.770000457763672,1.6080001831054687,-91.199951171875,-0.91199951171875,-5.203100856174073,1.0,0,79.89655,32.180553,0.29,0.72,1797354240.0,>40,>0,>0,OK,1,1,0,1,1,ledger
ABEO,NASDAQ:ABEO,Abeona Therapeutics Inc. - Common Stock,Daily,2025-05-12,2025-05-14,5.599999904632568,5.389999866485596,3.2473525523354563,-39.6479101160333,-0.396479101160333,-3.750000745058072,2.0,0,7.1789474,23.790422,0.95,0.28667,388706880.0,"(0,15]",>0,>0,OK,1,1,1,0,1,ledger
ABEO,NASDAQ:ABEO,Abeona Therapeutics Inc. - Common Stock,Daily,2025-05-29,2025-06-10,6.159999847412109,6.460000038146973,2.1706101418307324,64.47359494969312,0.6447359494969312,4.870133087111958,8.0,1,7.1789474,23.790422,0.95,0.28667,388706880.0,"(0,15]",>0,>0,OK,1,1,1,0,1,ledger
ABEO,NASDAQ:ABEO,Abeona Therapeutics Inc. - Common Stock,Daily,2025-08-20,2025-08-25,7.0,7.010000228881836,1.680207691622039,3.1115671615204223,0.031115671615204222,0.14286041259765625,3.0,1,7.1789474,23.790422,0.95,0.28667,388706880.0,"(0,15]",>0,>0,OK,1,1,1,0,1,ledger
ABEO,NASDAQ:ABEO,Abeona Therapeutics Inc. - Common Stock,Daily,2025-12-19,2026-01-23,5.110000133514404,5.159999847412109,1.6129035235196125,16.128942944116215,0.16128942944116212,0.9784679567770923,22.0,1,7.1789474,23.790422,0.95,0.28667,388706880.0,"(0,15]",>0,>0,OK,1,1,1,0,1,ledger
ABEO,NASDAQ:ABEO,Abeona Therapeutics Inc. - Common Stock,Weekly,2018-01-26,2018-02-09,406.25,352.0,2.80485359052109,-93.63895832970408,-0.9363895832970408,-13.353846153846154,2.0,0,7.1789474,23.790422,0.95,0.28667,388706880.0,"(0,15]",>0,>0,OK,1,1,1,0,1,ledger
ABEO,NASDAQ:ABEO,Abeona Therapeutics Inc. - Common Stock,Weekly,2021-05-21,2021-07-02,40.5,38.75,5.003671172874252,-16.140874751207264,-0.16140874751207263,-4.320987654320987,6.0,0,7.1789474,23.790422,0.95,0.28667,388706880.0,"(0,15]",>0,>0,OK,1,1,1,0,1,ledger
ABG,NASDAQ:ABG,"Asbury Automotive Group, Inc.",Daily,2026-04-24,2026-05-04,203.05999755859375,193.35000610351562,1.89506941491255,-146.62233745834362,-1.4662233745834363,-4.781833729844436,6.0,0,8.483061,7.3484435,26.27,30.32615,4000584704.0,"(0,15]",>0,>0,OK,1,1,1,1,1,ledger
ABG,NASDAQ:ABG,"Asbury Automotive Group, Inc.",Weekly,2021-07-02,2021-08-20,177.58999633789062,185.75,1.9843435600598947,41.21213335563069,0.41212133355630687,4.594855470678533,7.0,1,8.483061,7.3484435,26.27,30.32615,4000584704.0,"(0,15]",>0,>0,OK,1,1,1,1,1,ledger
