TSX:LCFS|Tidewater Renewables Ltd.
TSX:LFE|Canadian Life Companies Split Corp.
TSX:LNF|Leon's Furniture Limited
TSX:LNR|Linamar Corporation
TSX:LUN|Lundin Mining Corporation
TSX:MAL|Magellan Aerospace Corporation
TSX:MATR|Mattr Corp.
TSX:MEQ|Mainstreet Equity Corp.
TSX:MKP|MCAN Mortgage Corporation
TSX:MPC-C|Madison Pacific Properties Inc.
TSX:MRD|Melcor Developments Ltd.
TSX:MRE|Martinrea International Inc.
TSX:MRU|Metro Inc.
TSX:MSV|Minco Silver Corporation
TSX:MTY|MTY Food Group Inc.
TSX:MXG|Maxim Power Corp.
TSX:NPS|CANADIAN LARGE CAP LEADERS SPLI
TSX:NWC|The North West Company Inc.
TSX:OGC|OceanaGold Corporation
TSX:OGD|Orbit Garant Drilling Inc.
TSX:OLA|Orla Mining Ltd.
TSX:ONEX|Onex Corporation
TSX:ORE|Orezone Gold Corporation
TSX:PDV|Prime Dividend Corp.
TSX:PHX|PHX Energy Services Corp.
TSX:PIC-A|Premium Income Corporation
TSX:PIF|Polaris Renewable Energy Inc.
TSX:POU|Paramount Resources Ltd.
TSX:PRL|Propel Holdings Inc.
TSX:PSD|Pulse Seismic Inc.
TSX:PWI|Power & Infrastructure Split Corp.
TSX:PXT|Parex Resources Inc.
TSX:QBR-A|Quebecor Inc.
TSX:QBR-B|Quebecor Inc.
TSX:RBY|Rubellite Energy Corp.
TSX:RCI-A|Rogers Communications Inc.
TSX:RCI-B|Rogers Communications Inc.
TSX:RGSI|ROCKPOINT GAS STORAGE INC
TSX:RIC|Richards Group Inc.
TSX:RUS|Russel Metals Inc.
TSX:SDE|Spartan Delta Corp.
TSX:SGY|Surge Energy Inc.
TSX:SHLE|Source Energy Services Ltd.
TSX:SIA|Sienna Senior Living Inc.
TSX:SOY|SunOpta Inc
TSX:STCK|Stack Capital Group Inc.
TSX:SXP|Supremex Inc.
TSX:TCL-A|Transcontinental Inc.
TSX:TCL-B|Transcontinental Inc.
TSX:TCS|Tecsys Inc.
TSX:TCW|Trican Well Service Ltd.
TSX:TECK-A|Teck Resources Limited
TSX:TECK-B|Teck Resources Limited
TSX:TF|Timbercreek Financial Corp.
TSX:TIH|Toromont Industries Ltd.
TSX:TNZ|Tenaz Energy Corp.
TSX:TOU|Tourmaline Oil Corp.
TSX:TPZ|Topaz Energy Corp.
TSX:TRZ|Transat A.T. Inc.
TSX:TSU|Trisura Group Ltd.
TSX:TVA-B|TVA Group Inc.
TSX:TVK|TerraVest Industries Inc.
TSX:TWC|TWC Enterprises Limited
TSX:URB|Urbana Corporation
TSX:URB-A|Urbana Corporation
TSX:URC|Uranium Royalty Corp.
TSX:VMET|Versamet Royalties Corporation
TSX:VNP|5N Plus Inc.
TSX:WCM-A|Wilmington Capital Management Inc.
TSX:WCP|Whitecap Resources Inc.
TSX:WDO|Wesdome Gold Mines Ltd.
TSX:WJX|Wajax Corporation
TSX:WN|George Weston Limited
TSX:WPK|Winpak Ltd.
TSX:X|TMX Group Limited
TSX:XMF-A|M Split Corp.
TSX:XTC|Exco Technologies Limited
TSX:XTD|TDb Split Corp.
TSX:Y|Yellow Pages Limited
TSX:YGR|Yangarra Resources Ltd.
TSXV:ARTG|Artemis Gold Inc.
TSXV:AZM|Azimut Exploration Inc.
TSXV:BCF|Builders Capital Mortgage Corp.
TSXV:BEW|BeWhere Holdings Inc.
TSXV:BQE|BQE Water Inc.
TSXV:CCCM|C3 Metals Inc.
TSXV:CCDS|Carrier Connect Data Solutions Inc.
TSXV:CFY|CF Energy Corp.
TSXV:CGD|Carlin Gold Corporation
TSXV:CRD|Copper Road Resources Inc.
TSXV:CSOC-A|Canso Select Opportunities Corporation
TSXV:CSOC-B|Canso Select Opportunities Corporation
TSXV:CTZ|NamSys Inc.
TSXV:EDCU|Edge Copper Corporation
TSXV:ELC|Elysee Development Corp.
TSXV:ELL|Everybody Loves Languages Corp.
TSXV:EON|Eon Lithium Corp.
TSXV:EPL|Eagle Plains Resources Ltd.
TSXV:ESBL|ESHBAL FUNCTIONAL FOOD INC
TSXV:ESPN|Hispania Resources Inc.
TSXV:FBF|Fab-Form Industries Ltd.
TSXV:FFP|Consolidated Firstfund Capital Corp.
TSXV:FNC|Fancamp Exploration Ltd.
TSXV:FNR|49 North Resources Inc.
TSXV:FW|Flow Capital Corp
TSXV:GCOM|Green Shift Commodities Ltd.
TSXV:GG|Golconda Gold Ltd.
TSXV:HAM|Highwood Asset Management Ltd.
TSXV:HASH|SIMPLY SOLVENTLESS CONCENTRATES
TSXV:HME|Hemisphere Energy Corporation
TSXV:HMT|Halmont Properties Corporation
TSXV:INFI|Infinitum Copper Corp.
TSXV:IRO|Inter-Rock Minerals Inc.
TSXV:ITR|Integra Resources Corp.
TSXV:JUMP|Leveljump Healthcare Corp.
TSXV:LUXR|Luxor Metals Ltd.
TSXV:MCM-A|Matachewan Consolidated Mines, Limited
TSXV:MJS|Majestic Gold Corp.
TSXV:MKO|Mako Mining Corp.
TSXV:MMY|Monument Mining Limited
TSXV:MT|M3 Metals Corp.
TSXV:MTT|Magna Terra Minerals Inc.
TSXV:NAM|New Age Metals Inc.
TSXV:NFD-A|Northfield Capital Corporation
TSXV:NOAL|NOA Lithium Brines Inc.
TSXV:NURS|Hydreight Technologies Inc.
TSXV:NVI|Novra Technologies Inc.
TSXV:PKT|Parkit Enterprise Inc.
TSXV:PRH|Pearl River Holdings Limited
TSXV:PTFY|Plantify Foods, Inc.
TSXV:REKO|Reko International Group Inc.
TSXV:RMB|Rumbu Holdings Ltd.
TSXV:RRI|Riverside Resources Inc.
TSXV:RX|BioSyent Inc.
TSXV:SAE|Sable Resources Ltd.
TSXV:SQG|Spackman Equities Group Inc.
TSXV:SRR|Source Rock Royalties Ltd.
TSXV:SUGR|Sucro Limited
TSXV:SUM|Summit Royalties Ltd.
TSXV:TIE|Coloured Ties Capital Inc.
TSXV:TM|Trigon Metals Inc
TSXV:TNGD|Tiernan Gold Corp.
TSXV:TORR|Torrent Capital Ltd.
TSXV:TTZ|Total Telcom Inc.
TSXV:TVI|TVI Pacific Inc.
TSXV:UFC|Urbanfund Corp.
TSXV:USHA|Usha Resources Ltd.
TSXV:VAND|Largo Physical Vanadium Corp.
TSXV:VCI|Vitreous Glass Inc.
TSXV:VGD|Visible Gold Mines Inc.
TSXV:VXL|Vaxil Bio Ltd.
TSXV:VZZ|Val-d'Or Mining Corporation
TSXV:WBE|WestBond Enterprises Corporation
TSXV:WI|The Western Investment Company of Canada Limited
TSXV:WRLG|West Red Lake Gold Mines Ltd.
TSXV:WSK|Wildsky Resources Inc.
TSXV:XGC|Xali Gold Corp.
TSXV:XTM|Transition Metals Corp.
TSXV:YOO|YANGAROO Inc.
TSXV:ZC|Zimtu Capital Corp.
TSXV:ZDC|Zedcor Inc.
TSXV:ZOMD|Zoomd Technologies Ltd.
